Age,Gender,Academic_Level,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Overall_Impact
20,Female,Undergraduate,4.5,Instagram,Yes,7.2,5.0,Negative
22,Male,Graduate,4.8,Facebook,No,8.0,7.0,Negative
19,Female,Undergraduate,6.0,TikTok,Yes,5.0,6.0,Negative
21,Male,Graduate,4.2,Instagram,Yes,7.3,5.0,Negative
20,Female,Undergraduate,4.6,Facebook,No,8.1,7.0,Positive
22,Male,Graduate,4.9,TikTok,Yes,4.9,6.0,Negative
19,Female,Undergraduate,4.4,Instagram,Yes,7.4,5.0,Negative
21,Male,Graduate,4.7,Facebook,No,8.2,7.0,Negative
20,Female,Undergraduate,6.1,TikTok,Yes,4.8,6.0,Negative
22,Male,Graduate,4.1,Instagram,Yes,7.5,5.0,Negative
19,Female,Undergraduate,4.5,Facebook,No,8.3,7.0,Positive
21,Male,Graduate,4.8,TikTok,Yes,4.7,6.0,Negative
20,Female,Undergraduate,4.3,Instagram,Yes,7.6,5.0,Negative
22,Male,Graduate,4.6,Facebook,No,8.4,7.0,Negative
19,Female,Undergraduate,6.2,TikTok,Yes,4.6,6.0,Negative
21,Male,Graduate,4.0,Instagram,Yes,7.7,5.0,Negative
20,Female,Undergraduate,4.4,Facebook,No,8.5,7.0,Positive
22,Male,Graduate,4.7,TikTok,Yes,4.5,6.0,Negative
19,Female,Undergraduate,4.2,Instagram,Yes,7.8,5.0,Negative
21,Male,Graduate,4.5,Facebook,No,8.6,7.0,Negative
20,Female,Undergraduate,6.3,TikTok,Yes,4.4,6.0,Negative
22,Male,Graduate,3.9,Instagram,Yes,7.9,5.0,Negative
19,Female,Undergraduate,4.3,Facebook,No,8.7,7.0,Positive
21,Male,Graduate,4.6,TikTok,Yes,4.3,6.0,Negative
20,Female,Undergraduate,4.1,Instagram,Yes,8.0,5.0,Negative
22,Male,Graduate,4.4,Facebook,No,8.8,7.0,Negative
19,Female,Undergraduate,6.4,TikTok,Yes,4.2,6.0,Negative
21,Male,Graduate,3.8,Instagram,Yes,8.1,5.0,Negative
20,Female,Undergraduate,4.2,Facebook,No,8.9,7.0,Positive
22,Male,Graduate,4.5,TikTok,Yes,4.1,6.0,Negative
19,Female,Undergraduate,6.5,Instagram,Yes,6.0,5.0,Negative
21,Male,Graduate,5.8,TikTok,Yes,6.5,6.0,Negative
20,Female,Undergraduate,4.5,Instagram,No,7.5,8.0,Positive
22,Male,Graduate,4.2,Facebook,No,7.8,7.0,Positive
19,Female,Undergraduate,3.8,LINE,No,7.9,8.0,Neutral
21,Male,Graduate,5.5,Instagram,Yes,6.8,6.0,Negative
20,Female,Undergraduate,5.2,KakaoTalk,Yes,6.5,6.0,Negative
22,Male,Graduate,4.8,VKontakte,No,7.2,7.0,Positive
19,Female,Undergraduate,7.0,TikTok,Yes,5.8,4.0,Negative
21,Male,Graduate,5.5,Instagram,Yes,6.7,6.0,Negative
20,Female,Undergraduate,4.7,Facebook,No,7.4,7.0,Positive
22,Male,Graduate,4.0,Instagram,No,7.9,8.0,Positive
19,Female,Undergraduate,3.5,LINE,No,8.0,8.0,Neutral
21,Male,Graduate,5.7,TikTok,Yes,6.5,5.0,Negative
20,Female,Undergraduate,5.0,KakaoTalk,Yes,6.8,6.0,Negative
22,Male,Graduate,4.5,VKontakte,No,7.4,7.0,Positive
19,Female,Undergraduate,6.8,Instagram,Yes,5.9,4.0,Negative
21,Male,Graduate,5.6,Facebook,Yes,6.6,6.0,Negative
20,Female,Undergraduate,4.6,Instagram,No,7.3,7.0,Positive
22,Male,Graduate,4.1,Facebook,No,7.7,8.0,Positive
19,Female,Undergraduate,3.7,LINE,No,7.8,8.0,Neutral
21,Male,Graduate,5.4,Instagram,Yes,6.7,5.0,Negative
20,Female,Undergraduate,5.1,KakaoTalk,Yes,6.6,6.0,Negative
22,Male,Graduate,4.7,VKontakte,No,7.3,7.0,Positive
19,Female,Undergraduate,6.9,TikTok,Yes,5.7,4.0,Negative
21,Male,Graduate,5.7,Instagram,Yes,6.4,6.0,Negative
20,Female,Undergraduate,4.8,Facebook,No,7.2,7.0,Positive
22,Male,Graduate,3.9,Instagram,No,7.8,8.0,Positive
19,Female,Undergraduate,3.6,LINE,No,8.1,8.0,Neutral
21,Male,Graduate,5.6,TikTok,Yes,6.6,5.0,Negative
20,Female,Undergraduate,4.9,KakaoTalk,Yes,6.9,6.0,Negative
22,Male,Graduate,4.6,VKontakte,No,7.5,7.0,Positive
19,Female,Undergraduate,6.7,Instagram,Yes,5.8,4.0,Negative
21,Male,Graduate,5.4,Facebook,Yes,6.5,6.0,Negative
20,Female,Undergraduate,4.4,Instagram,No,7.4,7.0,Positive
22,Male,Graduate,4.0,Facebook,No,7.6,8.0,Positive
19,Female,Undergraduate,3.4,LINE,No,8.2,8.0,Neutral
21,Male,Graduate,5.3,Instagram,Yes,6.8,5.0,Negative
20,Female,Undergraduate,5.0,KakaoTalk,Yes,6.7,6.0,Negative
22,Male,Graduate,4.4,VKontakte,No,7.6,7.0,Positive
19,Female,Undergraduate,6.6,TikTok,Yes,5.6,4.0,Negative
21,Male,Graduate,5.3,Instagram,Yes,6.3,6.0,Negative
20,Female,Undergraduate,4.3,Facebook,No,7.5,7.0,Positive
22,Male,Graduate,3.8,Instagram,No,7.7,8.0,Positive
19,Female,Undergraduate,3.3,LINE,No,8.3,8.0,Neutral
21,Male,Graduate,5.2,TikTok,Yes,6.9,5.0,Negative
20,Female,Undergraduate,4.8,KakaoTalk,Yes,7.0,6.0,Negative
22,Male,Graduate,4.3,VKontakte,No,7.7,7.0,Positive
19,Female,Undergraduate,6.4,Instagram,Yes,5.7,4.0,Negative
21,Male,Graduate,5.2,Facebook,Yes,6.4,6.0,Negative
20,Female,Undergraduate,4.5,Instagram,No,7.3,7.0,Positive
22,Male,Graduate,3.7,Facebook,No,7.8,8.0,Positive
19,Female,Undergraduate,3.2,LINE,No,8.4,8.0,Neutral
21,Male,Graduate,5.4,Instagram,Yes,6.7,5.0,Negative
20,Female,Undergraduate,4.7,KakaoTalk,Yes,7.1,6.0,Negative
22,Male,Graduate,4.2,VKontakte,No,7.8,7.0,Positive
19,Female,Undergraduate,6.6,TikTok,Yes,5.5,4.0,Negative
21,Male,Graduate,5.1,Instagram,Yes,6.5,6.0,Negative
20,Female,Undergraduate,4.4,Facebook,No,7.4,7.0,Positive
22,Male,Graduate,3.6,Instagram,No,7.9,8.0,Positive
19,Female,Undergraduate,3.1,LINE,No,8.5,8.0,Neutral
21,Male,Graduate,5.3,TikTok,Yes,6.8,5.0,Negative
20,Female,Undergraduate,4.6,KakaoTalk,Yes,7.2,6.0,Negative
22,Male,Graduate,4.1,VKontakte,No,7.9,7.0,Positive
19,Female,Undergraduate,6.7,Instagram,Yes,5.4,4.0,Negative
21,Male,Graduate,5.0,Facebook,Yes,6.6,6.0,Negative
20,Female,Undergraduate,4.3,Instagram,No,7.5,7.0,Positive
22,Male,Graduate,3.5,Facebook,No,8.0,8.0,Positive
19,Female,Undergraduate,3.0,LINE,No,8.6,8.0,Neutral
21,Male,Graduate,5.2,Instagram,Yes,6.9,5.0,Negative
20,Female,Undergraduate,4.5,KakaoTalk,Yes,7.3,6.0,Negative
22,Male,Graduate,4.0,VKontakte,No,8.0,7.0,Positive
19,Female,Undergraduate,6.8,TikTok,Yes,5.3,4.0,Negative
21,Male,Graduate,4.9,Instagram,Yes,6.7,6.0,Negative
20,Female,Undergraduate,4.2,Facebook,No,7.6,7.0,Positive
22,Male,Graduate,3.4,Instagram,No,8.1,8.0,Positive
19,Female,Undergraduate,2.9,LINE,No,8.7,8.0,Neutral
21,Male,Graduate,5.1,TikTok,Yes,7.0,5.0,Negative
20,Female,Undergraduate,4.4,KakaoTalk,Yes,7.4,6.0,Negative
22,Male,Graduate,3.9,VKontakte,No,8.1,7.0,Positive
19,Female,Undergraduate,6.9,Instagram,Yes,5.2,4.0,Negative
21,Male,Graduate,4.8,Facebook,Yes,6.8,6.0,Negative
20,Female,Undergraduate,4.1,Instagram,No,7.7,7.0,Positive
22,Male,Graduate,3.3,Facebook,No,8.2,8.0,Positive
19,Female,Undergraduate,2.8,LINE,No,8.8,8.0,Neutral
21,Male,Graduate,5.0,Instagram,Yes,7.1,5.0,Negative
20,Female,Undergraduate,4.3,KakaoTalk,Yes,7.5,6.0,Negative
22,Male,Graduate,3.8,VKontakte,No,8.2,7.0,Positive
19,Female,Undergraduate,7.0,TikTok,Yes,5.1,4.0,Negative
21,Male,Graduate,4.7,Instagram,Yes,6.9,6.0,Negative
20,Female,Undergraduate,4.0,Facebook,No,7.8,7.0,Positive
22,Male,Graduate,3.2,Instagram,No,8.3,8.0,Positive
19,Female,Undergraduate,2.7,LINE,No,8.9,8.0,Neutral
21,Male,Graduate,4.9,TikTok,Yes,7.2,5.0,Negative
20,Female,Undergraduate,4.2,KakaoTalk,Yes,7.6,6.0,Negative
22,Male,Graduate,3.7,VKontakte,No,8.3,7.0,Positive
19,Female,Undergraduate,7.1,Instagram,Yes,5.0,4.0,Negative
21,Male,Graduate,4.6,Facebook,Yes,7.0,6.0,Negative
20,Female,Undergraduate,3.9,Instagram,No,7.9,7.0,Positive
22,Male,Graduate,3.1,Facebook,No,8.4,8.0,Positive
19,Female,Undergraduate,5.2,Instagram,Yes,6.8,6.0,Negative
21,Male,Graduate,4.1,Facebook,No,7.8,8.0,Positive
20,Female,Undergraduate,5.0,Instagram,Yes,7.0,7.0,Negative
22,Male,Graduate,5.8,WhatsApp,Yes,6.5,5.0,Negative
19,Female,Undergraduate,4.0,Instagram,No,7.9,8.0,Positive
21,Male,Graduate,5.5,Instagram,Yes,6.7,6.0,Negative
20,Female,Undergraduate,6.8,TikTok,Yes,5.5,5.0,Negative
22,Male,Graduate,5.6,WhatsApp,Yes,6.6,6.0,Negative
19,Female,Undergraduate,4.5,Instagram,No,7.5,7.0,Positive
21,Male,Graduate,5.3,Instagram,Yes,6.9,6.0,Negative
20,Female,Undergraduate,5.1,TikTok,Yes,6.7,6.0,Negative
22,Male,Graduate,3.9,Facebook,No,7.9,8.0,Positive
19,Female,Undergraduate,4.8,Instagram,Yes,7.1,7.0,Negative
21,Male,Graduate,5.9,WhatsApp,Yes,6.4,5.0,Negative
20,Female,Undergraduate,3.8,Instagram,No,8.0,8.0,Positive
22,Male,Graduate,5.4,TikTok,Yes,6.8,6.0,Negative
19,Female,Undergraduate,6.9,Instagram,Yes,5.4,5.0,Negative
21,Male,Graduate,5.7,WhatsApp,Yes,6.5,6.0,Negative
20,Female,Undergraduate,4.4,Instagram,No,7.6,7.0,Positive
22,Male,Graduate,5.2,TikTok,Yes,7.0,6.0,Negative
19,Female,Undergraduate,5.0,Instagram,Yes,6.9,6.0,Negative
21,Male,Graduate,3.8,Facebook,No,8.0,8.0,Positive
20,Female,Undergraduate,4.7,TikTok,Yes,7.2,7.0,Negative
22,Male,Graduate,6.0,WhatsApp,Yes,6.3,5.0,Negative
19,Female,Undergraduate,3.7,Instagram,No,8.1,8.0,Positive
21,Male,Graduate,5.3,Instagram,Yes,6.9,6.0,Negative
20,Female,Undergraduate,7.0,TikTok,Yes,5.3,5.0,Negative
22,Male,Graduate,5.8,WhatsApp,Yes,6.4,6.0,Negative
19,Female,Undergraduate,4.3,Instagram,No,7.7,7.0,Positive
21,Male,Graduate,5.1,Instagram,Yes,7.1,6.0,Negative
20,Female,Undergraduate,4.9,TikTok,Yes,7.0,6.0,Negative
22,Male,Graduate,3.7,Facebook,No,8.1,8.0,Positive
19,Female,Undergraduate,4.6,Instagram,Yes,7.3,7.0,Negative
21,Male,Graduate,6.1,WhatsApp,Yes,6.2,5.0,Negative
20,Female,Undergraduate,3.6,Instagram,No,8.2,8.0,Positive
22,Male,Graduate,5.2,TikTok,Yes,7.0,6.0,Negative
19,Female,Undergraduate,7.1,Instagram,Yes,5.2,5.0,Negative
21,Male,Graduate,5.9,WhatsApp,Yes,6.3,6.0,Negative
20,Female,Undergraduate,4.2,Instagram,No,7.8,7.0,Positive
22,Male,Graduate,5.0,TikTok,Yes,7.2,6.0,Negative
19,Female,Undergraduate,4.8,Instagram,Yes,7.1,6.0,Negative
21,Male,Graduate,3.6,Facebook,No,8.2,8.0,Positive
20,Female,Undergraduate,4.5,TikTok,Yes,7.4,7.0,Negative
22,Male,Graduate,6.2,WhatsApp,Yes,6.1,5.0,Negative
19,Female,Undergraduate,3.5,Instagram,No,8.3,8.0,Positive
21,Male,Graduate,5.1,Instagram,Yes,7.1,6.0,Negative
20,Female,Undergraduate,7.2,TikTok,Yes,5.1,5.0,Negative
22,Male,Graduate,6.0,WhatsApp,Yes,6.2,6.0,Negative
19,Female,Undergraduate,4.1,Instagram,No,7.9,7.0,Positive
21,Male,Graduate,4.9,Instagram,Yes,7.3,6.0,Negative
20,Female,Undergraduate,4.7,TikTok,Yes,7.2,6.0,Negative
22,Male,Graduate,3.5,Facebook,No,8.3,8.0,Positive
19,Female,Undergraduate,4.4,Instagram,Yes,7.5,7.0,Negative
21,Male,Graduate,6.3,WhatsApp,Yes,6.0,5.0,Negative
20,Female,Undergraduate,3.4,Instagram,No,8.4,8.0,Positive
22,Male,Graduate,5.0,TikTok,Yes,7.2,6.0,Negative
19,Female,Undergraduate,7.3,Instagram,Yes,5.0,5.0,Negative
21,Male,Graduate,6.1,WhatsApp,Yes,6.1,6.0,Negative
20,Female,Undergraduate,4.0,Instagram,No,8.0,7.0,Positive
22,Male,Graduate,4.8,TikTok,Yes,7.4,6.0,Negative
19,Female,Undergraduate,4.6,Instagram,Yes,7.3,6.0,Negative
21,Male,Graduate,3.4,Facebook,No,8.4,8.0,Positive
20,Female,Undergraduate,4.3,TikTok,Yes,7.6,7.0,Negative
22,Male,Graduate,6.4,WhatsApp,Yes,5.9,5.0,Negative
19,Female,Undergraduate,3.3,Instagram,No,8.5,8.0,Positive
21,Male,Graduate,4.9,Instagram,Yes,7.3,6.0,Negative
20,Female,Undergraduate,7.4,TikTok,Yes,4.9,5.0,Negative
22,Male,Graduate,6.2,WhatsApp,Yes,6.0,6.0,Negative
19,Female,Undergraduate,3.9,Instagram,No,8.1,7.0,Positive
21,Male,Graduate,4.7,Instagram,Yes,7.5,6.0,Negative
20,Female,Undergraduate,4.5,TikTok,Yes,7.4,6.0,Negative
22,Male,Graduate,3.3,Facebook,No,8.5,8.0,Positive
19,Female,Undergraduate,4.2,Instagram,Yes,7.7,7.0,Negative
21,Male,Graduate,6.5,WhatsApp,Yes,5.8,5.0,Negative
20,Female,Undergraduate,3.2,Instagram,No,8.6,8.0,Positive
22,Male,Graduate,4.8,TikTok,Yes,7.4,6.0,Negative
19,Female,Undergraduate,7.5,Instagram,Yes,4.8,5.0,Negative
21,Male,Graduate,6.3,WhatsApp,Yes,5.9,6.0,Negative
20,Female,Undergraduate,3.8,Instagram,No,8.2,7.0,Positive
22,Male,Graduate,4.6,TikTok,Yes,7.6,6.0,Negative
19,Female,Undergraduate,4.4,Instagram,Yes,7.5,6.0,Negative
21,Male,Graduate,3.2,Facebook,No,8.6,8.0,Positive
20,Female,Undergraduate,4.1,TikTok,Yes,7.8,7.0,Negative
22,Male,Graduate,6.6,WhatsApp,Yes,5.7,5.0,Negative
19,Female,Undergraduate,3.1,Instagram,No,8.7,8.0,Positive
21,Male,Graduate,4.7,Instagram,Yes,7.5,6.0,Negative
20,Female,Undergraduate,7.6,TikTok,Yes,4.7,5.0,Negative
22,Male,Graduate,6.4,WhatsApp,Yes,5.8,6.0,Negative
19,Female,Undergraduate,3.7,Instagram,No,8.3,7.0,Positive
21,Male,Graduate,4.5,Instagram,Yes,7.7,6.0,Negative
20,Female,Undergraduate,4.3,TikTok,Yes,7.6,6.0,Negative
22,Male,Graduate,3.1,Facebook,No,8.7,8.0,Positive
19,Female,Undergraduate,4.0,Instagram,Yes,7.9,7.0,Negative
21,Male,Graduate,6.7,WhatsApp,Yes,5.6,5.0,Negative
20,Female,Undergraduate,3.0,Instagram,No,8.8,8.0,Positive
22,Male,Graduate,4.6,TikTok,Yes,7.6,6.0,Negative
19,Female,Undergraduate,7.7,Instagram,Yes,4.6,5.0,Negative
21,Male,Graduate,6.5,WhatsApp,Yes,5.7,6.0,Negative
20,Female,Undergraduate,3.6,Instagram,No,8.4,7.0,Positive
22,Male,Graduate,4.4,TikTok,Yes,7.8,6.0,Negative
19,Female,Undergraduate,4.2,Instagram,Yes,7.7,6.0,Negative
21,Male,Graduate,3.0,Facebook,No,8.8,8.0,Positive
20,Female,Undergraduate,3.9,TikTok,Yes,8.0,7.0,Negative
22,Male,Graduate,6.8,WhatsApp,Yes,5.5,5.0,Negative
19,Female,Undergraduate,2.9,Instagram,No,8.9,8.0,Positive
21,Male,Graduate,4.5,Instagram,Yes,7.7,6.0,Negative
20,Female,Undergraduate,7.8,TikTok,Yes,4.5,5.0,Negative
22,Male,Graduate,6.6,WhatsApp,Yes,5.6,6.0,Negative
19,Female,Undergraduate,3.5,Instagram,No,8.5,7.0,Positive
21,Male,Graduate,4.3,Instagram,Yes,7.9,6.0,Negative
20,Female,Undergraduate,4.1,TikTok,Yes,7.8,6.0,Negative
22,Male,Graduate,2.9,Facebook,No,8.9,8.0,Positive
19,Female,Undergraduate,3.8,Instagram,Yes,8.1,7.0,Negative
21,Male,Graduate,6.9,WhatsApp,Yes,5.4,5.0,Negative
20,Female,Undergraduate,2.8,Instagram,No,9.0,8.0,Positive
22,Male,Graduate,4.4,TikTok,Yes,7.8,6.0,Negative
19,Female,Undergraduate,7.9,Instagram,Yes,4.4,5.0,Negative
21,Male,Graduate,6.7,WhatsApp,Yes,5.5,6.0,Negative
20,Female,Undergraduate,3.4,Instagram,No,8.6,7.0,Positive
22,Male,Graduate,4.2,TikTok,Yes,8.0,6.0,Negative
19,Female,Undergraduate,4.0,Instagram,Yes,7.9,6.0,Negative
21,Male,Graduate,2.8,Facebook,No,9.0,8.0,Positive
20,Female,Undergraduate,3.7,TikTok,Yes,8.2,7.0,Negative
22,Male,Graduate,7.0,WhatsApp,Yes,5.3,5.0,Negative
19,Female,Undergraduate,2.7,Instagram,No,9.1,8.0,Positive
21,Male,Graduate,4.3,Instagram,Yes,7.9,6.0,Negative
20,Female,Undergraduate,8.0,TikTok,Yes,4.3,5.0,Negative
22,Male,Graduate,6.8,WhatsApp,Yes,5.4,6.0,Negative
19,Female,Undergraduate,3.3,Instagram,No,8.7,7.0,Positive
21,Male,Graduate,4.1,Instagram,Yes,8.1,6.0,Negative
20,Female,Undergraduate,3.9,TikTok,Yes,8.0,6.0,Negative
22,Male,Graduate,2.7,Facebook,No,9.1,8.0,Positive
19,Female,Undergraduate,3.6,Instagram,Yes,8.3,7.0,Negative
21,Male,Graduate,7.1,WhatsApp,Yes,5.2,5.0,Negative
20,Female,Undergraduate,2.6,Instagram,No,9.2,8.0,Positive
22,Male,Graduate,4.2,TikTok,Yes,8.0,6.0,Negative
19,Female,Undergraduate,8.1,Instagram,Yes,4.2,5.0,Negative
21,Male,Graduate,6.9,WhatsApp,Yes,5.3,6.0,Negative
20,Female,Undergraduate,3.2,Instagram,No,8.8,7.0,Positive
22,Male,Graduate,4.0,TikTok,Yes,8.2,6.0,Negative
19,Female,Undergraduate,3.8,Instagram,Yes,8.1,6.0,Negative
21,Male,Graduate,2.6,Facebook,No,9.2,8.0,Positive
20,Female,Undergraduate,3.5,TikTok,Yes,8.4,7.0,Negative
22,Male,Graduate,7.2,WhatsApp,Yes,5.1,5.0,Negative
19,Female,Undergraduate,2.5,Instagram,No,9.3,8.0,Positive
21,Male,Graduate,4.1,Instagram,Yes,8.1,6.0,Negative
20,Female,Undergraduate,8.2,TikTok,Yes,4.1,5.0,Negative
22,Male,Graduate,7.0,WhatsApp,Yes,5.2,6.0,Negative
19,Female,Undergraduate,3.1,Instagram,No,8.9,7.0,Positive
21,Male,Graduate,3.9,Instagram,Yes,8.3,6.0,Negative
20,Female,Undergraduate,3.7,TikTok,Yes,8.2,6.0,Negative
22,Male,Graduate,2.5,Facebook,No,9.3,8.0,Positive
19,Female,Undergraduate,3.4,Instagram,Yes,8.5,7.0,Negative
21,Male,Graduate,7.3,WhatsApp,Yes,5.0,5.0,Negative
20,Female,Undergraduate,2.4,Instagram,No,9.4,8.0,Positive
22,Male,Graduate,4.0,TikTok,Yes,8.2,6.0,Negative
19,Female,Undergraduate,8.3,Instagram,Yes,4.0,5.0,Negative
21,Male,Graduate,7.1,WhatsApp,Yes,5.1,6.0,Negative
20,Female,Undergraduate,3.0,Instagram,No,9.0,7.0,Positive
22,Male,Graduate,3.8,TikTok,Yes,8.4,6.0,Negative
19,Female,Undergraduate,3.6,Instagram,Yes,8.3,6.0,Negative
21,Male,Graduate,2.4,Facebook,No,9.4,8.0,Positive
20,Female,Undergraduate,3.3,TikTok,Yes,8.6,7.0,Negative
22,Male,Graduate,7.4,WhatsApp,Yes,4.9,5.0,Negative
19,Female,Undergraduate,2.3,Instagram,No,9.5,8.0,Positive
21,Male,Graduate,3.9,Instagram,Yes,8.3,6.0,Negative
20,Female,Undergraduate,8.4,TikTok,Yes,3.9,5.0,Negative
22,Male,Graduate,7.2,WhatsApp,Yes,5.0,6.0,Negative
19,Female,Undergraduate,2.9,Instagram,No,9.1,7.0,Positive
21,Male,Graduate,3.7,Instagram,Yes,8.5,6.0,Negative
20,Female,Undergraduate,3.5,TikTok,Yes,8.4,6.0,Negative
22,Male,Graduate,2.3,Facebook,No,9.5,8.0,Positive
19,Female,Undergraduate,3.2,Instagram,Yes,8.7,7.0,Negative
21,Male,Graduate,7.5,WhatsApp,Yes,4.8,5.0,Negative
20,Female,Undergraduate,2.2,Instagram,No,9.6,8.0,Positive
22,Male,Graduate,3.8,TikTok,Yes,8.4,6.0,Negative
19,Female,Undergraduate,8.5,Instagram,Yes,3.8,5.0,Negative
21,Male,Graduate,7.3,WhatsApp,Yes,4.9,6.0,Negative
20,Female,Undergraduate,2.8,Instagram,No,9.2,7.0,Positive
22,Male,Graduate,3.6,TikTok,Yes,8.6,6.0,Negative
19,Female,Undergraduate,6.2,WhatsApp,Yes,6.3,6.0,Negative
21,Male,Graduate,4.5,WeChat,No,7.8,7.0,Positive
20,Female,Undergraduate,3.8,Instagram,No,8.2,8.0,Positive
22,Male,Graduate,4.7,Instagram,Yes,7.5,7.0,Negative
19,Female,Undergraduate,5.1,TikTok,Yes,7.0,6.0,Negative
21,Male,Graduate,5.5,WhatsApp,Yes,6.8,6.0,Negative
20,Female,Undergraduate,6.5,Instagram,Yes,6.5,5.0,Negative
22,Male,Graduate,4.2,Facebook,No,7.9,7.0,Positive
19,Female,Undergraduate,6.8,WhatsApp,Yes,6.0,5.0,Negative
21,Male,Graduate,4.8,Instagram,Yes,7.4,7.0,Negative
20,Female,Undergraduate,6.1,Instagram,Yes,6.4,6.0,Negative
22,Male,Graduate,4.4,WeChat,No,7.9,7.0,Positive
19,Female,Undergraduate,3.7,TikTok,No,8.3,8.0,Positive
21,Male,Graduate,4.6,Instagram,Yes,7.6,7.0,Negative
20,Female,Undergraduate,5.2,TikTok,Yes,6.9,6.0,Negative
22,Male,Graduate,5.6,WhatsApp,Yes,6.7,6.0,Negative
19,Female,Undergraduate,6.6,Instagram,Yes,6.4,5.0,Negative
21,Male,Graduate,4.1,Facebook,No,8.0,7.0,Positive
20,Female,Undergraduate,6.9,WhatsApp,Yes,5.9,5.0,Negative
22,Male,Graduate,4.7,TikTok,Yes,7.5,7.0,Negative
19,Female,Undergraduate,6.0,WhatsApp,Yes,6.5,6.0,Negative
21,Male,Graduate,4.3,WeChat,No,8.0,7.0,Positive
20,Female,Undergraduate,3.6,Instagram,No,8.4,8.0,Positive
22,Male,Graduate,4.5,Facebook,Yes,7.7,7.0,Negative
19,Female,Undergraduate,5.3,TikTok,Yes,6.8,6.0,Negative
21,Male,Graduate,5.7,WhatsApp,Yes,6.6,6.0,Negative
20,Female,Undergraduate,6.7,Instagram,Yes,6.3,5.0,Negative
22,Male,Graduate,4.0,Facebook,No,8.1,7.0,Positive
19,Female,Undergraduate,7.0,WhatsApp,Yes,5.8,5.0,Negative
21,Male,Graduate,4.6,Instagram,Yes,7.6,7.0,Negative
20,Female,Undergraduate,5.9,TikTok,Yes,6.6,6.0,Negative
22,Male,Graduate,4.2,WeChat,No,8.1,7.0,Positive
19,Female,Undergraduate,3.5,Instagram,No,8.5,8.0,Positive
21,Male,Graduate,4.4,Facebook,Yes,7.8,7.0,Negative
20,Female,Undergraduate,5.4,TikTok,Yes,6.7,6.0,Negative
22,Male,Graduate,5.8,WhatsApp,Yes,6.5,6.0,Negative
19,Female,Undergraduate,6.8,Instagram,Yes,6.2,5.0,Negative
21,Male,Graduate,3.9,Facebook,No,8.2,7.0,Positive
20,Female,Undergraduate,7.1,WhatsApp,Yes,5.7,5.0,Negative
22,Male,Graduate,4.5,TikTok,Yes,7.7,7.0,Negative
19,Female,Undergraduate,5.8,WhatsApp,Yes,6.7,6.0,Negative
21,Male,Graduate,4.1,WeChat,No,8.2,7.0,Positive
20,Female,Undergraduate,3.4,Instagram,No,8.6,8.0,Positive
22,Male,Graduate,4.3,Instagram,Yes,7.9,7.0,Negative
19,Female,Undergraduate,5.5,TikTok,Yes,6.6,6.0,Negative
21,Male,Graduate,5.9,WhatsApp,Yes,6.4,6.0,Negative
20,Female,Undergraduate,6.9,Instagram,Yes,6.1,5.0,Negative
22,Male,Graduate,3.8,Facebook,No,8.3,7.0,Positive
19,Female,Undergraduate,7.2,WhatsApp,Yes,5.6,5.0,Negative
21,Male,Graduate,4.4,Instagram,Yes,7.8,7.0,Negative
20,Female,Undergraduate,5.7,TikTok,Yes,6.8,6.0,Negative
22,Male,Graduate,4.0,WeChat,No,8.3,7.0,Positive
19,Female,Undergraduate,3.3,Instagram,No,8.7,8.0,Positive
21,Male,Graduate,4.2,Facebook,Yes,8.0,7.0,Negative
20,Female,Undergraduate,5.6,TikTok,Yes,6.5,6.0,Negative
22,Male,Graduate,6.0,WhatsApp,Yes,6.3,6.0,Negative
19,Female,Undergraduate,7.0,Instagram,Yes,6.0,5.0,Negative
21,Male,Graduate,3.7,Facebook,No,8.4,7.0,Positive
20,Female,Undergraduate,7.3,WhatsApp,Yes,5.5,5.0,Negative
22,Male,Graduate,4.3,TikTok,Yes,7.9,7.0,Negative
19,Female,Undergraduate,5.6,WhatsApp,Yes,6.9,6.0,Negative
21,Male,Graduate,3.9,WeChat,No,8.4,7.0,Positive
20,Female,Undergraduate,3.2,Instagram,No,8.8,8.0,Positive
22,Male,Graduate,4.1,Instagram,Yes,8.1,7.0,Negative
19,Female,Undergraduate,5.7,TikTok,Yes,6.4,6.0,Negative
21,Male,Graduate,6.1,WhatsApp,Yes,6.2,6.0,Negative
20,Female,Undergraduate,7.1,Instagram,Yes,5.9,5.0,Negative
22,Male,Graduate,3.6,Facebook,No,8.5,7.0,Positive
19,Female,Undergraduate,7.4,WhatsApp,Yes,5.4,5.0,Negative
21,Male,Graduate,4.2,Instagram,Yes,8.0,7.0,Negative
20,Female,Undergraduate,6.1,Instagram,Yes,7.2,5.0,Negative
23,Male,Graduate,3.8,Twitter,No,7.8,8.0,Positive
19,Female,Undergraduate,5.5,TikTok,Yes,6.8,6.0,Negative
22,Male,Graduate,7.2,Facebook,Yes,5.9,4.0,Negative
21,Female,Undergraduate,4.2,Instagram,No,7.5,7.0,Positive
24,Male,Graduate,6.8,TikTok,Yes,6.2,5.0,Negative
20,Female,Undergraduate,5.9,Instagram,Yes,6.7,6.0,Negative
22,Male,Graduate,6.5,Facebook,Yes,6.1,5.0,Negative
19,Female,Undergraduate,4.7,Twitter,No,7.4,7.0,Positive
